country,zip,primary_city,state_name,state,county,county_code,a,b,latitude,longitude,accuracy,country_name
IT,"67069","Roccacerro","Abruzzi","AB","L'Aquila","AQ","","","42.073","13.2625","3",Italy
IT,"67069","Gallo","Abruzzi","AB","L'Aquila","AQ","","","42.0833","13.25","4",Italy
IT,"67100","Forcella","Abruzzi","AB","L'Aquila","AQ","","","42.3167","13.25","4",Italy
IT,"67100","Aragno","Abruzzi","AB","L'Aquila","AQ","","","42.55","13.45","4",Italy
IT,"67100","Preturo","Abruzzi","AB","L'Aquila","AQ","","","42.3667","13.2833","4",Italy
IT,"67100","Santi","Abruzzi","AB","L'Aquila","AQ","","","42.4","13.2333","4",Italy
IT,"67100","Bagno","Abruzzi","AB","L'Aquila","AQ","","","42.3096","13.4248","4",Italy
IT,"67100","Monticchio","Abruzzi","AB","L'Aquila","AQ","","","42.3167","13.45","4",Italy
IT,"67100","Pianola","Abruzzi","AB","L'Aquila","AQ","","","42.3167","13.4","4",Italy
IT,"67100","San Benedetto","Abruzzi","AB","L'Aquila","AQ","","","42.0082","13.6227","4",Italy
IT,"67100","Camarda","Abruzzi","AB","L'Aquila","AQ","","","42.3833","13.4833","4",Italy
IT,"67100","San Vittorino Amiterno","Abruzzi","AB","L'Aquila","AQ","","","42.3472","13.3971","3",Italy
IT,"67100","Colle Di Roio","Abruzzi","AB","L'Aquila","AQ","","","42.3472","13.3971","3",Italy
IT,"67100","Assergi","Abruzzi","AB","L'Aquila","AQ","","","42.4167","13.5","4",Italy
IT,"67100","San Gregorio","Abruzzi","AB","L'Aquila","AQ","","","42.327","13.4953","4",Italy
IT,"67100","Tempera","Abruzzi","AB","L'Aquila","AQ","","","42.3662","13.4568","4",Italy
IT,"67100","Colle Brincioni","Abruzzi","AB","L'Aquila","AQ","","","42.3472","13.3971","3",Italy
IT,"67100","Pagliare","Abruzzi","AB","L'Aquila","AQ","","","42.3333","13.3","4",Italy
IT,"67100","L'Aquila","Abruzzi","AB","L'Aquila","AQ","","","42.3506","13.3995","4",Italy
IT,"67100","Roio Piano","Abruzzi","AB","L'Aquila","AQ","","","42.3309","13.3547","4",Italy
IT,"67100","Collebrincioni","Abruzzi","AB","L'Aquila","AQ","","","42.3833","13.4","4",Italy
IT,"67100","Bazzano","Abruzzi","AB","L'Aquila","AQ","","","42.3333","13.45","4",Italy
IT,"67100","Campo Imperatore","Abruzzi","AB","L'Aquila","AQ","","","42.3472","13.3971","3",Italy
IT,"67100","Paganica","Abruzzi","AB","L'Aquila","AQ","","","42.3571","13.4714","4",Italy
IT,"67100","Arischia","Abruzzi","AB","L'Aquila","AQ","","","42.4167","13.3333","4",Italy
IT,"67100","Onna","Abruzzi","AB","L'Aquila","AQ","","","42.3167","13.4667","4",Italy
IT,"67100","Pile","Abruzzi","AB","L'Aquila","AQ","","","42.3472","13.3971","3",Italy
IT,"67100","San Vittorino","Abruzzi","AB","L'Aquila","AQ","","","42.3833","13.3","4",Italy
IT,"67100","Coppito","Abruzzi","AB","L'Aquila","AQ","","","42.3673","13.3436","4",Italy
IT,"67100","Sassa","Abruzzi","AB","L'Aquila","AQ","","","42.35","13.2833","4",Italy
