zip,type,primary city,acceptable cities,unacceptable cities,state,county,timezone,area codes,latitude,longitude,region,country,decomissioned,estimated population,notes
V6A,CANADA,Vancouver,"Strathcona, Chinatown, Downtown Eastside",,BC,,,,49.2779,-123.0908,NA,CA,0,0,
V6B,CANADA,Vancouver,"NE Downtown, Harbour Centre, Gastown, Yaletown",,BC,,,,49.2788,-123.1139,NA,CA,0,0,
V6C,CANADA,Vancouver,"Waterfront, Coal Harbour, Canada Place",,BC,,,,49.2869,-123.1177,NA,CA,0,0,
V6E,CANADA,Vancouver,South West End,,BC,,,,49.2833,-123.1298,NA,CA,0,0,
V6G,CANADA,Vancouver,"North West End, Stanley Park",,BC,,,,49.299,-123.1408,NA,CA,0,0,
V6H,CANADA,Vancouver,"West Fairview, Granville Island, NE Shaughnessy",,BC,,,,49.2559,-123.1322,NA,CA,0,0,
V6J,CANADA,Vancouver,"NW Shaughnessy, East Kitsilano, Quilchena",,BC,,,,49.2603,-123.146,NA,CA,0,0,
V6K,CANADA,Vancouver,Central Kitsilano,,BC,,,,49.2646,-123.1648,NA,CA,0,0,
V6L,CANADA,Vancouver,NW Arbutus Ridge,,BC,,,,49.2497,-123.166,NA,CA,0,0,
V6M,CANADA,Vancouver,"South Shaughnessy, NW Oakridge, NE Kerrisdale, SE Arbutus Ridge",,BC,,,,49.2344,-123.1451,NA,CA,0,0,
V6N,CANADA,Vancouver,"Dunbar- Southlands, Musqueam",,BC,,,,49.2302,-123.189,NA,CA,0,0,
V6P,CANADA,Vancouver,"SE Kerrisdale, SW Oakridge, West Marpole",,BC,,,,49.2151,-123.1396,NA,CA,0,0,
V6R,CANADA,Vancouver,"West Kitsilano, Jericho",,BC,,,,49.2666,-123.1976,NA,CA,0,0,
V6S,CANADA,Vancouver,"Chaldecutt, South University Endowment Lands",,BC,,,,49.2491,-123.2088,NA,CA,0,0,
V6T,CANADA,Vancouver,UBC,,BC,,,,49.4635,-122.822,NA,CA,0,0,
V6V,CANADA,Richmond Northeast,,,BC,,,,49.1853,-123.0386,NA,CA,0,0,
V6W,CANADA,Richmond Southeast,,,BC,,,,49.1534,-123.048,NA,CA,0,0,
V6X,CANADA,Richmond North,,,BC,,,,49.1836,-123.1168,NA,CA,0,0,
V6Y,CANADA,Richmond Central,,,BC,,,,49.17,-123.1368,NA,CA,0,0,
V6Z,CANADA,Vancouver,SW Downtown,,BC,,,,49.2755,-123.1252,NA,CA,0,0,
V7A,CANADA,Richmond South,,,BC,,,,49.1205,-123.1171,NA,CA,0,0,
V7B,CANADA,Richmond,"Sea Island, YVR",,BC,,,,49.1988,-123.1799,NA,CA,0,0,
V7C,CANADA,Richmond West,,,BC,,,,49.1626,-123.1721,NA,CA,0,0,
V7E,CANADA,Richmond Southwest,,,BC,,,,49.1323,-123.1705,NA,CA,0,0,
V7G,CANADA,North Vancouver Outer East,,,BC,,,,49.3678,-122.9278,NA,CA,0,0,
V7H,CANADA,North Vancouver Inner East,,,BC,,,,49.3551,-122.9802,NA,CA,0,0,
V7J,CANADA,North Vancouver East Central,,,BC,,,,49.3622,-123.0178,NA,CA,0,0,
V7K,CANADA,North Vancouver North Central,,,BC,,,,49.3597,-123.0377,NA,CA,0,0,
V7L,CANADA,North Vancouver South Central,,,BC,,,,49.316,-123.0576,NA,CA,0,0,
V7M,CANADA,North Vancouver Southwest Central,,,BC,,,,49.3222,-123.0834,NA,CA,0,0,
V7N,CANADA,North Vancouver Northwest Central,,,BC,,,,49.35,-123.0679,NA,CA,0,0,
V7P,CANADA,North Vancouver Southwest,,,BC,,,,49.322,-123.1149,NA,CA,0,0,
V7R,CANADA,North Vancouver Northwest,,,BC,,,,49.3775,-123.0862,NA,CA,0,0,
V7S,CANADA,West Vancouver North,,,BC,,,,49.3745,-123.1864,NA,CA,0,0,
V7T,CANADA,West Vancouver Southeast,,,BC,,,,49.3322,-123.1417,NA,CA,0,0,
V7V,CANADA,West Vancouver South,,,BC,,,,49.3397,-123.1912,NA,CA,0,0,
V7W,CANADA,West Vancouver West,,,BC,,,,49.3615,-123.2627,NA,CA,0,0,
V7X,CANADA,Vancouver,Bentall Centre,,BC,,,,49.2935,-123.1162,NA,CA,0,0,
V7Y,CANADA,Vancouver,Pacific Centre,,BC,,,,49.2819,-123.119,NA,CA,0,0,
V8A,CANADA,Powell River,,,BC,,,,50.0163,-124.3226,NA,CA,0,0,
V8B,CANADA,Squamish,,,BC,,,,49.7002,-123.156,NA,CA,0,0,
V8C,CANADA,Kitimat,,,BC,,,,54.0524,-128.6534,NA,CA,0,0,
V8G,CANADA,Terrace,,,BC,,,,54.5163,-128.6035,NA,CA,0,0,
V8J,CANADA,Prince Rupert,,,BC,,,,54.3161,-130.3201,NA,CA,0,0,
V8K,CANADA,Saltspring Island,,,BC,,,,48.8138,-123.4973,NA,CA,0,0,
V8L,CANADA,Sidney,,,BC,,,,48.6496,-123.4026,NA,CA,0,0,
V8M,CANADA,Central Saanich,,,BC,,,,48.5663,-123.4193,NA,CA,0,0,
V8N,CANADA,Saanich East,,,BC,,,,48.4765,-123.3145,NA,CA,0,0,
V8P,CANADA,Saanich Southeast,,,BC,,,,48.4583,-123.3325,NA,CA,0,0,
V8R,CANADA,Oak Bay North,,,BC,,,,48.4496,-123.3026,NA,CA,0,0,
V8S,CANADA,Oak Bay South,,,BC,,,,48.42,-123.3047,NA,CA,0,0,
V8T,CANADA,Victoria North,,,BC,,,,48.4392,-123.3566,NA,CA,0,0,
V8V,CANADA,Victoria South,,,BC,,,,48.4167,-123.365,NA,CA,0,0,
V8W,CANADA,Victoria Central British Columbia Provincial Government,,,BC,,,,48.4267,-123.3655,NA,CA,0,0,
V8X,CANADA,Saanich South,,,BC,,,,48.4777,-123.3658,NA,CA,0,0,
V8Y,CANADA,Saanich North,,,BC,,,,48.5247,-123.3745,NA,CA,0,0,
V8Z,CANADA,Saanich Central,,,BC,,,,48.4993,-123.4003,NA,CA,0,0,
V9A,CANADA,Esquimalt,,,BC,,,,48.4496,-123.4193,NA,CA,0,0,
V9B,CANADA,Highlands,,,BC,,,,48.4793,-123.5271,NA,CA,0,0,
V9C,CANADA,Metchosin,,,BC,,,,48.3829,-123.5359,NA,CA,0,0,
V9E,CANADA,Saanich West,,,BC,,,,48.5219,-123.453,NA,CA,0,0,
V9G,CANADA,Ladysmith,,,BC,,,,48.9829,-123.8194,NA,CA,0,0,
V9H,CANADA,Campbell River Outskirts,,,BC,,,,49.9088,-125.5862,NA,CA,0,0,
V9J,CANADA,Courtenay Northern Outskirts,,,BC,,,,49.7242,-125.2604,NA,CA,0,0,
V9K,CANADA,Qualicum Beach,,,BC,,,,49.3468,-124.4361,NA,CA,0,0,
V9L,CANADA,Duncan,,,BC,,,,48.7829,-123.7027,NA,CA,0,0,
V9M,CANADA,Comox,,,BC,,,,49.6829,-124.9361,NA,CA,0,0,
V9N,CANADA,Courtenay Central,,,BC,,,,49.6585,-124.9835,NA,CA,0,0,
V9P,CANADA,Parksville,,,BC,,,,49.3163,-124.3194,NA,CA,0,0,
V9R,CANADA,Nanaimo South,,,BC,,,,49.1609,-123.9825,NA,CA,0,0,
V9S,CANADA,Nanaimo Central,,,BC,,,,49.1886,-123.963,NA,CA,0,0,
V9T,CANADA,Nanaimo North,,,BC,,,,49.2146,-124.02,NA,CA,0,0,
V9V,CANADA,Nanaimo Northwest,,,BC,,,,49.2391,-124.0227,NA,CA,0,0,
V9W,CANADA,Campbell River Central,,,BC,,,,50.0769,-125.5909,NA,CA,0,0,
V9X,CANADA,Cedar,,,BC,,,,49.0419,-123.979,NA,CA,0,0,
V9Y,CANADA,Port Alberni,,,BC,,,,49.2413,-124.8028,NA,CA,0,0,
V9Z,CANADA,Sooke,,,BC,,,,48.3746,-123.7276,NA,CA,0,0,
R0A,CANADA,Southeastern Manitoba,Lorette,,MB,,,,49.2911,-96.2985,NA,CA,0,0,
R0B,CANADA,Northern Manitoba,Norway House,,MB,,,,56.2701,-96.9118,NA,CA,0,0,
R0C,CANADA,North Interlake,Stonewall,,MB,,,,51.4132,-97.8525,NA,CA,0,0,
R0E,CANADA,Eastern Manitoba,Beausejour,,MB,,,,50.4751,-95.961,NA,CA,0,0,
R0G,CANADA,South Central Manitoba,Altona,,MB,,,,49.4394,-98.0869,NA,CA,0,0,
R0H,CANADA,South Interlake,MacGregor,,MB,,,,50.3458,-98.5152,NA,CA,0,0,
R0J,CANADA,Riding Mountain,Neepawa,,MB,,,,50.5842,-100.1345,NA,CA,0,0,
R0K,CANADA,Brandon Region,Killarney,,MB,,,,49.555,-99.7154,NA,CA,0,0,
R0L,CANADA,Western Manitoba,Swan River,,MB,,,,52.0092,-100.2901,NA,CA,0,0,
R0M,CANADA,Southwestern Manitoba,Virden,,MB,,,,49.711,-100.9263,NA,CA,0,0,
R1A,CANADA,Selkirk,,,MB,,,,50.1436,-96.8845,NA,CA,0,0,
R1B,CANADA,Lockport,,,MB,,,,50.084,-96.9353,NA,CA,0,0,
R1N,CANADA,Portage la Prairie,,,MB,,,,49.9728,-98.2926,NA,CA,0,0,
R2C,CANADA,Winnipeg,Transcona,,MB,,,,49.9247,-96.9563,NA,CA,0,0,
R2E,CANADA,East St. Paul,,,MB,,,,49.9791,-97.0128,NA,CA,0,0,
R2G,CANADA,Winnipeg,River East North,,MB,,,,49.9413,-97.0571,NA,CA,0,0,
R2H,CANADA,Winnipeg,St. Boniface NW,,MB,,,,49.8846,-97.1186,NA,CA,0,0,
R2J,CANADA,Winnipeg,St. Boniface NE,,MB,,,,49.8665,-97.0633,NA,CA,0,0,
R2K,CANADA,Winnipeg,River East Central,,MB,,,,49.9203,-97.083,NA,CA,0,0,
R2L,CANADA,Winnipeg,River East South,,MB,,,,49.9075,-97.0996,NA,CA,0,0,
R2M,CANADA,Winnipeg,St. Vital North,,MB,,,,49.8396,-97.1147,NA,CA,0,0,
R2N,CANADA,Winnipeg,St. Vital SW,,MB,,,,49.7838,-97.0973,NA,CA,0,0,
R2P,CANADA,Winnipeg,Seven Oaks West,,MB,,,,49.9696,-97.1554,NA,CA,0,0,
R2R,CANADA,Winnipeg,Inkster West,,MB,,,,49.9377,-97.2162,NA,CA,0,0,
R2V,CANADA,Winnipeg,Seven Oaks East,,MB,,,,49.9548,-97.1112,NA,CA,0,0,
R2W,CANADA,Winnipeg,Point Douglas East,,MB,,,,49.9195,-97.1354,NA,CA,0,0,
R2X,CANADA,Winnipeg,"Point Douglas West, Inkster East",,MB,,,,49.9322,-97.1733,NA,CA,0,0,
R2Y,CANADA,Winnipeg,St. James-Assiniboia NW,,MB,,,,49.9073,-97.2945,NA,CA,0,0,
R3A,CANADA,Winnipeg,Centennial,,MB,,,,49.9038,-97.1489,NA,CA,0,0,
R3B,CANADA,Winnipeg,"Chinatown, Civic Centre, Exchange District",,MB,,,,49.898,-97.1401,NA,CA,0,0,
R3C,CANADA,Winnipeg,"Broadway, The Forks, Portage and Main Manitoba Provincial Government",,,MB,,,,50.011,-97.2184,NA,CA,0,0
R3E,CANADA,Winnipeg,"Sargent Park, Daniel McIntyre, Inkster SE",,MB,,,,49.9081,-97.1779,NA,CA,0,0,
R3G,CANADA,Winnipeg,"Minto, St. Mathews, Wolseley",,MB,,,,49.8876,-97.1807,NA,CA,0,0,
R3H,CANADA,Winnipeg,St. James-Assiniboia NE,,MB,,,,49.9033,-97.2074,NA,CA,0,0,
R3J,CANADA,Winnipeg,St. James-Assiniboia SE,,MB,,,,49.8966,-97.2404,NA,CA,0,0,
R3K,CANADA,Winnipeg,St. James-Assiniboia SW,,MB,,,,49.8734,-97.307,NA,CA,0,0,
R3L,CANADA,Winnipeg,River Heights East,,MB,,,,49.867,-97.1356,NA,CA,0,0,
R3M,CANADA,Winnipeg,River Heights Central,,MB,,,,49.8625,-97.1665,NA,CA,0,0,
R3N,CANADA,Winnipeg,River Heights West,,MB,,,,49.8629,-97.1959,NA,CA,0,0,
R3P,CANADA,Winnipeg,"Fort Garry NW, Tuxedo",,MB,,,,49.8425,-97.2182,NA,CA,0,0,
R3R,CANADA,Winnipeg,"Assiniboine South, Betsworth",,MB,,,,49.8546,-97.2874,NA,CA,0,0,
R3S,CANADA,Winnipeg,Wilkes South,,MB,,,,49.8255,-97.2934,NA,CA,0,0,
R3T,CANADA,Winnipeg,"Fort Garry NE, University of Manitoba",,MB,,,,49.8143,-97.1531,NA,CA,0,0,
R3V,CANADA,Winnipeg,Fort Garry South,,MB,,,,49.7462,-97.1745,NA,CA,0,0,
R3W,CANADA,Winnipeg,"Grassie, Pequis",,MB,,,,49.9141,-97.0401,NA,CA,0,0,
R3X,CANADA,Winnipeg,"St. Boniface South, St. Vital SE",,MB,,,,49.8209,-97.0322,NA,CA,0,0,
R3Y,CANADA,Winnipeg,Fort Garry West,,MB,,,,49.7885,-97.2147,NA,CA,0,0,
R4A,CANADA,West St. Paul,,,MB,,,,50.0211,-97.1147,NA,CA,0,0,
R4H,CANADA,Headingley East,,,MB,,,,49.8761,-97.3812,NA,CA,0,0,
R4J,CANADA,Headingley West,,,MB,,,,49.8467,-97.4319,NA,CA,0,0,
R4K,CANADA,Cartier,,,MB,,,,49.8908,-97.6004,NA,CA,0,0,
R4L,CANADA,St. Francois Xavier,,,MB,,,,49.9372,-97.5545,NA,CA,0,0,
R5A,CANADA,St. Adolphe,,,MB,,,,49.712,-97.0836,NA,CA,0,0,
R5G,CANADA,Steinbach,,,MB,,,,49.5258,-96.6845,NA,CA,0,0,
R5H,CANADA,Ste. Anne,,,MB,,,,49.6697,-96.65,NA,CA,0,0,
R6M,CANADA,Morden,,,MB,,,,49.1919,-98.1014,NA,CA,0,0,
R6W,CANADA,Winkler,,,MB,,,,49.1817,-97.941,NA,CA,0,0,
R7A,CANADA,Brandon Southeast,,,MB,,,,49.8174,-99.9565,NA,CA,0,0,
R7B,CANADA,Brandon Southwest,,,MB,,,,49.842,-99.9831,NA,CA,0,0,
R7C,CANADA,Brandon North,,,MB,,,,49.8817,-99.965,NA,CA,0,0,
R7N,CANADA,Dauphin,,,MB,,,,51.1494,-100.0502,NA,CA,0,0,
R8A,CANADA,Flin Flon,,,MB,,,,54.7682,-101.865,NA,CA,0,0,
R8N,CANADA,Thompson,,,MB,,,,55.7435,-97.8558,NA,CA,0,0,
R9A,CANADA,The Pas,,,MB,,,,53.704,-101.2933,NA,CA,0,0,
E1A,CANADA,Dieppe Moncton East,,,NB,,,,46.0967,-64.7087,NA,CA,0,0,
E1B,CANADA,Riverview,,,NB,,,,46.0545,-64.816,NA,CA,0,0,
E1C,CANADA,Moncton Central,,,NB,,,,46.0987,-64.8036,NA,CA,0,0,
E1E,CANADA,Moncton West,,,NB,,,,46.0771,-64.8529,NA,CA,0,0,
E1G,CANADA,Moncton Northwest,,,NB,,,,46.1797,-64.9484,NA,CA,0,0,
E1H,CANADA,"Lakeville, Shediac Bridge",,,NB,,,,46.1732,-64.6957,NA,CA,0,0,
E1J,CANADA,Coverdale,,,NB,,,,45.9976,-64.8483,NA,CA,0,0,
E1N,CANADA,Miramichi South,,,NB,,,,46.9501,-65.3239,NA,CA,0,0,
E1V,CANADA,Miramichi North,,,NB,,,,47.1942,-65.9381,NA,CA,0,0,
E1W,CANADA,Caraquet,,,NB,,,,47.7941,-64.9386,NA,CA,0,0,
E1X,CANADA,Tracadie-Sheila,,,NB,,,,47.5144,-64.9181,NA,CA,0,0,
E2A,CANADA,Bathurst,,,NB,,,,47.6181,-65.6511,NA,CA,0,0,
E2E,CANADA,"Rothesay, Quispamsis",,,NB,,,,45.4137,-65.982,NA,CA,0,0,
E2G,CANADA,Quispamsis,,,NB,,,,45.4534,-65.931,NA,CA,0,0,
E2H,CANADA,"Saint John Northeast, Renforth",,,NB,,,,45.35,-66.0101,NA,CA,0,0,
E2J,CANADA,Saint John East,,,NB,,,,45.2563,-65.9432,NA,CA,0,0,
E2K,CANADA,Saint John North,,,NB,,,,45.3053,-66.0808,NA,CA,0,0,
E2L,CANADA,Saint John Central,,,NB,,,,45.2717,-66.0584,NA,CA,0,0,
E2M,CANADA,Saint John West,,,NB,,,,45.2347,-66.1749,NA,CA,0,0,
E2N,CANADA,Saint John Lakewood,,,NB,,,,45.3176,-65.9271,NA,CA,0,0,
E2P,CANADA,Saint John Red Head,,,NB,,,,45.2426,-65.9847,NA,CA,0,0,
E2R,CANADA,Saint John Grandview,,,NB,,,,46.0368,-66.0373,NA,CA,0,0,
E2S,CANADA,Saint John Loch Lomond,,,NB,,,,45.3371,-65.8133,NA,CA,0,0,
E2V,CANADA,Oromocto,,,NB,,,,45.8351,-66.4792,NA,CA,0,0,
E3A,CANADA,Fredericton North,,,NB,,,,46.0401,-66.3862,NA,CA,0,0,
E3B,CANADA,Fredericton South New Brunswick Provincial Government,,,NB,,,,45.8119,-66.6763,NA,CA,0,0,
E3C,CANADA,"Fredericton Southwest, New Maryland",,,NB,,,,45.902,-66.7057,NA,CA,0,0,
E3E,CANADA,Kingsclear,,,NB,,,,45.8834,-66.9156,NA,CA,0,0,
E3G,CANADA,Fredericton,,,NB,,,,46.0546,-66.7344,NA,CA,0,0,
E3L,CANADA,St. Stephen,,,NB,,,,45.1804,-67.2953,NA,CA,0,0,
E3N,CANADA,Campbellton,,,NB,,,,48.0075,-66.6727,NA,CA,0,0,
E3V,CANADA,Edmundston,,,NB,,,,47.3737,-68.3251,NA,CA,0,0,
E3Y,CANADA,Grand Falls Northeast,,,NB,,,,47.1683,-67.6207,NA,CA,0,0,
E3Z,CANADA,Grand Falls Central,,,NB,,,,46.9266,-67.7466,NA,CA,0,0,
E4A,CANADA,Bathurst,,,NB,,,,46.1599,-65.8102,NA,CA,0,0,
E4B,CANADA,Minto,,,NB,,,,46.0848,-66.0622,NA,CA,0,0,
E4C,CANADA,Youngs Cove,,,NB,,,,45.8693,-65.9006,NA,CA,0,0,
E4E,CANADA,Sussex,,,NB,,,,45.7227,-65.5066,NA,CA,0,0,
E4G,CANADA,Smiths Creek,,,NB,,,,45.8552,-65.4795,NA,CA,0,0,
E4H,CANADA,Hillsborough,,,NB,,,,45.9199,-64.6552,NA,CA,0,0,
E4J,CANADA,Salisbury,,,NB,,,,46.0391,-65.0463,NA,CA,0,0,
E4K,CANADA,Dorchester,,,NB,,,,45.9016,-64.508,NA,CA,0,0,
E4L,CANADA,Sackville,,,NB,,,,45.9188,-64.3845,NA,CA,0,0,
E4M,CANADA,Bayfield,,,NB,,,,46.0919,-64.0173,NA,CA,0,0,
E4N,CANADA,Cap-Pelé,,,NB,,,,46.2129,-64.2784,NA,CA,0,0,
E4P,CANADA,Shediac,,,NB,,,,46.2198,-64.5411,NA,CA,0,0,
E4R,CANADA,Cocagne,,,NB,,,,46.3324,-64.6187,NA,CA,0,0,
E4S,CANADA,Bouctouche,,,NB,,,,46.4684,-64.739,NA,CA,0,0,
E4T,CANADA,Bass River,,,NB,,,,46.3042,-64.972,NA,CA,0,0,
E4V,CANADA,Saint-Antoine,,,NB,,,,46.3629,-64.7499,NA,CA,0,0,
E4W,CANADA,Richibucto,,,NB,,,,46.6807,-64.8804,NA,CA,0,0,
E4X,CANADA,St-Louis-de-Kent,,,NB,,,,46.7401,-64.9698,NA,CA,0,0,
E4Y,CANADA,Rogersville,,,NB,,,,46.7345,-65.427,NA,CA,0,0,
E4Z,CANADA,Petitcodiac,,,NB,,,,45.9394,-65.1802,NA,CA,0,0,
E5A,CANADA,Moores Mills,,,NB,,,,45.3705,-67.1737,NA,CA,0,0,
E5B,CANADA,St. Andrews,,,NB,,,,45.0845,-67.0617,NA,CA,0,0,
E5C,CANADA,St. George,,,NB,,,,45.1265,-66.8314,NA,CA,0,0,
E5E,CANADA,Campobello Island,,,NB,,,,44.8908,-66.9318,NA,CA,0,0,
E5G,CANADA,Grand Manan Island,,,NB,,,,44.6976,-66.8065,NA,CA,0,0,
E5H,CANADA,Pennfield,,,NB,,,,45.1168,-66.6822,NA,CA,0,0,
E5J,CANADA,Lepreau,,,NB,,,,45.1979,-66.4308,NA,CA,0,0,
E5K,CANADA,Grand Bay-Westfield,,,NB,,,,45.3407,-66.2528,NA,CA,0,0,
E5L,CANADA,Fredericton Junction,,,NB,,,,45.6604,-66.6139,NA,CA,0,0,
E5M,CANADA,Gagetown,,,NB,,,,45.7701,-66.1617,NA,CA,0,0,
E5N,CANADA,Hampton,,,NB,,,,45.5288,-65.8535,NA,CA,0,0,
E5P,CANADA,Apohaqui,,,NB,,,,45.7599,-65.6704,NA,CA,0,0,
E5R,CANADA,St. Martins,,,NB,,,,45.351,-65.5457,NA,CA,0,0,
E5S,CANADA,Kingston,,,NB,,,,45.4098,-66.0932,NA,CA,0,0,
E5T,CANADA,Norton,,,NB,,,,45.6508,-65.7302,NA,CA,0,0,
E5V,CANADA,Deer Island,,,NB,,,,44.9862,-66.9694,NA,CA,0,0,
E6A,CANADA,Boiestown,,,NB,,,,46.4558,-66.4198,NA,CA,0,0,
E6B,CANADA,Stanley,,,NB,,,,46.3381,-66.9058,NA,CA,0,0,
E6C,CANADA,Durham Bridge,,,NB,,,,46.1168,-66.5989,NA,CA,0,0,
E6E,CANADA,Millville,,,NB,,,,46.1307,-67.1962,NA,CA,0,0,
E6G,CANADA,Nackawic,,,NB,,,,45.9967,-67.2403,NA,CA,0,0,
E6H,CANADA,Canterbury,,,NB,,,,45.8954,-67.4678,NA,CA,0,0,
E6J,CANADA,McAdam,,,NB,,,,45.5923,-67.307,NA,CA,0,0,
E6K,CANADA,Harvey,,,NB,,,,45.729,-67.0064,NA,CA,0,0,
E6L,CANADA,Burtts Corner,,,NB,,,,45.9881,-67.0338,NA,CA,0,0,
E7A,CANADA,Baker Brook,,,NB,,,,47.3,-68.7487,NA,CA,0,0,
E7B,CANADA,Saint-Jacques,,,NB,,,,47.5655,-68.3127,NA,CA,0,0,
E7C,CANADA,Saint-Basile,,,NB,,,,47.6583,-68.0684,NA,CA,0,0,
E7E,CANADA,Saint-Leonard,,,NB,,,,47.173,-67.9247,NA,CA,0,0,
E7G,CANADA,Plaster Rock,,,NB,,,,46.9065,-67.39,NA,CA,0,0,
E7H,CANADA,Perth-Andover,,,NB,,,,46.7355,-67.7039,NA,CA,0,0,
E7J,CANADA,Bath,,,NB,,,,46.5807,-67.5911,NA,CA,0,0,
E7K,CANADA,Centreville,,,NB,,,,46.3982,-67.7174,NA,CA,0,0,
E7L,CANADA,Florenceville,,,NB,,,,46.5528,-67.305,NA,CA,0,0,
E7M,CANADA,Woodstock,,,NB,,,,46.158,-67.5838,NA,CA,0,0,
E7N,CANADA,Debec,,,NB,,,,46.0555,-67.5839,NA,CA,0,0,
E7P,CANADA,Hartland,,,NB,,,,46.2999,-67.5167,NA,CA,0,0,
E8A,CANADA,Saint-Quentin,,,NB,,,,47.5133,-67.3929,NA,CA,0,0,
E8B,CANADA,Kedgwick,,,NB,,,,47.6446,-67.3434,NA,CA,0,0,
E8C,CANADA,Dalhousie,,,NB,,,,48.055,-66.3847,NA,CA,0,0,
E8E,CANADA,Balmoral,,,NB,,,,47.679,-66.4342,NA,CA,0,0,
E8G,CANADA,Belledune,,,NB,,,,47.8023,-66.1243,NA,CA,0,0,
E8J,CANADA,Petit-Rocher,,,NB,,,,47.7941,-65.8219,NA,CA,0,0,
E8K,CANADA,Beresford,,,NB,,,,47.6913,-65.6989,NA,CA,0,0,
E8L,CANADA,Allardville,,,NB,,,,47.475,-65.495,NA,CA,0,0,
E8M,CANADA,Saint-Isidore,,,NB,,,,47.5765,-65.1379,NA,CA,0,0,
E8N,CANADA,Grande-Anse,,,NB,,,,47.8078,-65.1945,NA,CA,0,0,
E8P,CANADA,Inkerman,,,NB,,,,47.6672,-64.8248,NA,CA,0,0,
E8R,CANADA,Paquetville,,,NB,,,,47.6383,-65.1709,NA,CA,0,0,
E8S,CANADA,Shippagan,,,NB,,,,47.7396,-64.6904,NA,CA,0,0,
E8T,CANADA,Lamèque,,,NB,,,,47.7936,-64.6475,NA,CA,0,0,
E9A,CANADA,Baie-Sainte-Anne,,,NB,,,,47.0188,-64.92,NA,CA,0,0,
E9B,CANADA,Blackville,,,NB,,,,46.7398,-65.8319,NA,CA,0,0,
E9C,CANADA,Doaktown,,,NB,,,,46.557,-66.1257,NA,CA,0,0,
E9E,CANADA,Red Bank,,,NB,,,,46.8486,-65.6772,NA,CA,0,0,
E9G,CANADA,Neguac,,,NB,,,,47.2489,-65.0741,NA,CA,0,0,
E9H,CANADA,Brantville,,,NB,,,,47.3528,-65.0538,NA,CA,0,0,
A0A,CANADA,Southeastern Avalon Peninsula,Ferryland,,NL,,,,47.2195,-53.1448,NA,CA,0,0,
A0B,CANADA,Western Avalon Peninsula,Argentia,,NL,,,,47.327,-53.6609,NA,CA,0,0,
A0C,CANADA,Bonavista Peninsula,Bonavista,,NL,,,,48.3843,-53.9081,NA,CA,0,0,
A0E,CANADA,Burin Peninsula,Marystown,,NL,,,,47.5607,-54.7801,NA,CA,0,0,
A0G,CANADA,Northeast Newfoundland,Lewisporte,,NL,,,,48.8657,-54.7296,NA,CA,0,0,
A0H,CANADA,Central Newfoundland,Bishops Falls,,NL,,,,48.4311,-56.1758,NA,CA,0,0,
A0J,CANADA,Northern Newfoundland,Springdale,,NL,,,,49.4875,-56.0808,NA,CA,0,0,
A0K,CANADA,Northwest Newfoundland/Eastern Labrador,Mary's Harbour,,NL,,,,52.0563,-57.2175,NA,CA,0,0,
A0L,CANADA,Western Newfoundland,Lark Harbour,,NL,,,,48.9445,-58.0645,NA,CA,0,0,
A0M,CANADA,Southwestern Newfoundland,Channel-Port aux Basques,,NL,,,,47.8037,-58.3869,NA,CA,0,0,
A0N,CANADA,Port au Port Peninsula,St. George's,,NL,,,,48.0868,-57.8231,NA,CA,0,0,
A0P,CANADA,Central Labrador,Happy Valley-Goose Bay,,NL,,,,54.9549,-61.6024,NA,CA,0,0,
A0R,CANADA,North/Western Labrador,Churchill Falls,,NL,,,,53.54,-65.112,NA,CA,0,0,
A1A,CANADA,St. John's North,,,NL,,,,47.5941,-52.7371,NA,CA,0,0,
A1B,CANADA,St. John's Northwest Newfoundland & Labrador Provincial Government,,,NL,,,,47.5698,-52.7796,NA,CA,0,0,
A1C,CANADA,St. John's North Central,,,NL,,,,47.5124,-52.6729,NA,CA,0,0,
A1E,CANADA,St. John's Central,,,NL,,,,47.5334,-52.7595,NA,CA,0,0,
A1G,CANADA,St. John's South,,,NL,,,,47.506,-52.7603,NA,CA,0,0,
A1H,CANADA,St. John's Southwest,,,NL,,,,47.483,-52.8415,NA,CA,0,0,
A1K,CANADA,Torbay,,,NL,,,,47.6666,-52.7313,NA,CA,0,0,
A1L,CANADA,Paradise,,,NL,,,,47.5291,-52.8814,NA,CA,0,0,
A1M,CANADA,Portugal Cove-St. Philips,,,NL,,,,47.6207,-52.8318,NA,CA,0,0,
A1N,CANADA,Mount Pearl,,,NL,,,,47.5194,-52.8122,NA,CA,0,0,
A1S,CANADA,Goulds,,,NL,,,,47.4212,-52.8077,NA,CA,0,0,
A1V,CANADA,Gander,,,NL,,,,48.9682,-54.5906,NA,CA,0,0,
A1W,CANADA,Manuels,,,NL,,,,47.5096,-52.9447,NA,CA,0,0,
A1X,CANADA,Conception Bay,,,NL,,,,47.4999,-52.9981,NA,CA,0,0,
A1Y,CANADA,Carbonear,,,NL,,,,47.7113,-53.2953,NA,CA,0,0,
A2A,CANADA,Grand Falls,,,NL,,,,48.9332,-55.6649,NA,CA,0,0,
A2B,CANADA,Windsor,,,NL,,,,48.9499,-55.6649,NA,CA,0,0,
A2H,CANADA,Corner Brook,,,NL,,,,48.9156,-57.797,NA,CA,0,0,
A2N,CANADA,Stephenville,,,NL,,,,48.55,-58.5818,NA,CA,0,0,
