country,zip,primary_city,state,state_name,county,country_name,latitude,longitude
JP,"100-6612","Chiyoda","13","Tokyo","Marunouchi","Japan",35.678646,139.76738
JP,"100-6613","Chiyoda","13","Tokyo","Marunouchi","Japan",35.678646,139.76738
JP,"100-6614","Chiyoda","13","Tokyo","Marunouchi","Japan",35.678646,139.76738
JP,"100-6615","Chiyoda","13","Tokyo","Marunouchi","Japan",35.678646,139.76738
JP,"100-6616","Chiyoda","13","Tokyo","Marunouchi","Japan",35.678646,139.76738
JP,"100-6617","Chiyoda","13","Tokyo","Marunouchi","Japan",35.678646,139.76738
JP,"100-6618","Chiyoda","13","Tokyo","Marunouchi","Japan",35.678646,139.76738
JP,"100-6619","Chiyoda","13","Tokyo","Marunouchi","Japan",35.678646,139.76738
JP,"100-6620","Chiyoda","13","Tokyo","Marunouchi","Japan",35.678646,139.76738
JP,"100-6621","Chiyoda","13","Tokyo","Marunouchi","Japan",35.678646,139.76738
JP,"100-6622","Chiyoda","13","Tokyo","Marunouchi","Japan",35.678646,139.76738
JP,"100-6623","Chiyoda","13","Tokyo","Marunouchi","Japan",35.678646,139.76738
JP,"100-6624","Chiyoda","13","Tokyo","Marunouchi","Japan",35.678646,139.76738
JP,"100-6625","Chiyoda","13","Tokyo","Marunouchi","Japan",35.678646,139.76738
JP,"100-6626","Chiyoda","13","Tokyo","Marunouchi","Japan",35.678646,139.76738
JP,"100-6627","Chiyoda","13","Tokyo","Marunouchi","Japan",35.678646,139.76738
JP,"100-6628","Chiyoda","13","Tokyo","Marunouchi","Japan",35.678646,139.76738
JP,"100-6629","Chiyoda","13","Tokyo","Marunouchi","Japan",35.678646,139.76738
JP,"100-6630","Chiyoda","13","Tokyo","Marunouchi","Japan",35.678646,139.76738
JP,"100-6631","Chiyoda","13","Tokyo","Marunouchi","Japan",35.678646,139.76738
JP,"100-6632","Chiyoda","13","Tokyo","Marunouchi","Japan",35.678646,139.76738
JP,"100-6633","Chiyoda","13","Tokyo","Marunouchi","Japan",35.678646,139.76738
JP,"100-6634","Chiyoda","13","Tokyo","Marunouchi","Japan",35.678646,139.76738
JP,"100-6635","Chiyoda","13","Tokyo","Marunouchi","Japan",35.678646,139.76738
JP,"100-6636","Chiyoda","13","Tokyo","Marunouchi","Japan",35.678646,139.76738
JP,"100-6637","Chiyoda","13","Tokyo","Marunouchi","Japan",35.678646,139.76738
JP,"100-6638","Chiyoda","13","Tokyo","Marunouchi","Japan",35.678646,139.76738
JP,"100-6639","Chiyoda","13","Tokyo","Marunouchi","Japan",35.678646,139.76738
JP,"100-6640","Chiyoda","13","Tokyo","Marunouchi","Japan",35.678646,139.76738
JP,"100-6641","Chiyoda","13","Tokyo","Marunouchi","Japan",35.678646,139.76738
JP,"100-6642","Chiyoda","13","Tokyo","Marunouchi","Japan",35.678646,139.76738
JP,"100-6790","Chiyoda","13","Tokyo","Marunouchi","Japan",35.681744,139.76901
JP,"100-6701","Chiyoda","13","Tokyo","Marunouchi","Japan",35.681744,139.76901
JP,"100-6702","Chiyoda","13","Tokyo","Marunouchi","Japan",35.681744,139.76901
